representative	gene_symbol	cog_id	cog_name	cog_category	functional_pathway
VNG_2640G	GcvT	COG0404	Glycine cleavage system protein T (aminomethyltransferase)	Amino acid transport and metabolism	Glycine cleavage
VNG_2644a	Undefined	COG3342	Uncharacterized conserved protein, Ntn-hydrolase superfamily	General function prediction only	Undefined
VNG_2644C	SepFarc	COG2450	Predicted archaeal cell division protein, SepF family	Cell cycle control, cell division, chromosome partitioning	Undefined
VNG_2646C	Tma20	COG2016	Predicted ribosome-associated RNA-binding protein Tma20, contains PUA domain	Translation, ribosomal structure and biogenesis	Undefined
VNG_2648G	RpsJ	COG0051	Ribosomal protein S10	Translation, ribosomal structure and biogenesis	Ribosome 30S subunit
VNG_2649G	TEF1	COG5256	Translation elongation factor EF-1alpha (GTPase)	Translation, ribosomal structure and biogenesis	Translation factors
VNG_2650a	Undefined	COG2061	Uncharacterized conserved protein, contains ACT domain	General function prediction only	Undefined
VNG_2650G	ThrA	COG0460	Homoserine dehydrogenase	Amino acid transport and metabolism	Methionine biosynthesis
VNG_2652H	InsQ	COG0675	Transposase	Mobilome: prophages, transposons	Undefined
VNG_2653C	RAYT	COG1943	REP element-mobilizing transposase RayT	Mobilome: prophages, transposons	Undefined
VNG_2654G	FusA	COG0480	Translation elongation factor EF-G, a GTPase	Translation, ribosomal structure and biogenesis	Translation factors
VNG_2657G	RpsG	COG0049	Ribosomal protein S7	Translation, ribosomal structure and biogenesis	Ribosome 30S subunit
VNG_2658G	RpsL	COG0048	Ribosomal protein S12	Translation, ribosomal structure and biogenesis	Ribosome 30S subunit
VNG_2664G	RpoC	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	Transcription	RNA polymerase
VNG_2669G	Undefined	COG4083	Exosortase/Archaeosortase	Intracellular trafficking, secretion, and vesicular transport	Undefined
VNG_2675C	AcrR	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	Transcription	Undefined
VNG_6144G	VirB4	COG3451	Type IV secretory pathway, VirB4 component	Intracellular trafficking, secretion, and vesicular transport	Undefined
VNG_6148H	InsG	COG3385	IS4 transposase InsG	Mobilome: prophages, transposons	Undefined
VNG_6153G	ParA	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	Cell cycle control, cell division, chromosome partitioning	Undefined
VNG_6164G	CDC6	COG1474	Cdc6-related protein, AAA superfamily ATPase	Replication, recombination and repair	Undefined
VNG_6166H	Undefined	COG2402	Predicted nucleic acid-binding protein, contains PIN domain	General function prediction only	Undefined
VNG_6175G	TrkA	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	Inorganic ion transport and metabolism	Undefined
VNG_6176G	KdpA	COG2060	K+-transporting ATPase, KdpA subunit	Inorganic ion transport and metabolism	Undefined
VNG_6177G	KdpB	COG2216	K+ transport ATPase, ATPase subunit KdpB	Inorganic ion transport and metabolism	Undefined
VNG_6178G	KdpC	COG2156	K+-transporting ATPase, KdpC subunit	Inorganic ion transport and metabolism	Undefined
VNG_6179G	UspA	COG0589	Nucleotide-binding universal stress protein,  UspA family	Signal transduction mechanisms	Undefined
VNG_6181H	InsQ	COG0675	Transposase	Mobilome: prophages, transposons	Undefined
VNG_6182H	RAYT	COG1943	REP element-mobilizing transposase RayT	Mobilome: prophages, transposons	Undefined
VNG_6183C	NrnA	COG0618	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	Nucleotide transport and metabolism	Undefined
VNG_6199G	SpoVK	COG0464	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family	Cell wall/membrane/envelope biogenesis	Undefined
VNG_6201G	IbpA	COG0071	Small heat shock protein IbpA, HSP20 family	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_6205C	UspA	COG0589	Nucleotide-binding universal stress protein,  UspA family	Signal transduction mechanisms	Undefined
VNG_6210G	ArgD	COG0160	Acetylornithine aminotransferase/4-aminobutyrate aminotransferase	Amino acid transport and metabolism	Arginine biosynthesis
VNG_6211G	GadA	COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	Amino acid transport and metabolism	Pantothenate/CoA biosynthesis
VNG_6212G	IucA	COG4264	Siderophore synthetase component IucA/IucC/SbnC	Inorganic ion transport and metabolism	Undefined
VNG_6213G	RimL	COG1670	Protein N-acetyltransferase, RimJ/RimL family	Translation, ribosomal structure and biogenesis	Undefined
VNG_6214G	IucD	COG3486	Lysine/ornithine N-monooxygenase	Secondary metabolites biosynthesis, transport and catabolism	Undefined
VNG_6216G	IucA	COG4264	Siderophore synthetase component IucA/IucC/SbnC	Inorganic ion transport and metabolism	Undefined
VNG_6218G	TrkA	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	Inorganic ion transport and metabolism	Undefined
VNG_6220G	PotE	COG0531	Serine transporter YbeC, amino acid:H+ symporter family	Amino acid transport and metabolism	Undefined
VNG_6221H	InsQ	COG0675	Transposase	Mobilome: prophages, transposons	Undefined
VNG_6223C	TrkA	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	Inorganic ion transport and metabolism	Undefined
VNG_6239G	PadR	COG1695	DNA-binding transcriptional regulator, PadR family	Transcription	Undefined
VNG_6240G	RAD55	COG0467	RecA-superfamily ATPase, KaiC/GvpD/RAD55 family	Signal transduction mechanisms	Undefined
VNG_6244G	MoxR	COG0714	MoxR-like ATPase	General function prediction only	Cobalamine/B12 biosynthesis
VNG_6247G	TrkA	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	Inorganic ion transport and metabolism	Undefined
VNG_6251H	TM0315	COG3462	Uncharacterized protein, contains short C-terminal (SHOCT) domain	Function unknown	Undefined
VNG_6254C	YgiN	COG1359	Quinol monooxygenase YgiN	Energy production and conversion	Undefined
VNG_6256G	LplA	COG0095	Lipoate-protein ligase A	Coenzyme transport and metabolism	Lipoate biosynthesis
VNG_6258C	SsnA	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	Nucleotide transport and metabolism	Pyrimidine salvage
VNG_6260G	FtsZ	COG0206	Cell division GTPase FtsZ	Cell cycle control, cell division, chromosome partitioning	Undefined
VNG_6261G	YocR	COG0733	Na+-dependent transporter, SNF family	General function prediction only	Undefined
VNG_6262G	ZnuB	COG1108	ABC-type Mn2+/Zn2+ transport system, permease component	Inorganic ion transport and metabolism	Undefined
VNG_6264G	ZnuC	COG1121	ABC-type Mn2+/Zn2+ transport system, ATPase component	Inorganic ion transport and metabolism	Undefined
VNG_6265G	ZnuA	COG0803	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	Inorganic ion transport and metabolism	Undefined
VNG_6268C	OPT	COG1297	Predicted oligopeptide transporter, OPT family	General function prediction only	Undefined
VNG_6270G	GldA	COG0371	Glycerol dehydrogenase or related enzyme, iron-containing ADH family	Energy production and conversion	Isoprenoid biosynthesis
VNG_6272G	CDC6	COG1474	Cdc6-related protein, AAA superfamily ATPase	Replication, recombination and repair	Undefined
VNG_6275a	NifU	COG0694	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_6277G	UgpB	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	Carbohydrate transport and metabolism	Undefined
VNG_6279G	UgpA	COG1175	ABC-type sugar transport system, permease component	Carbohydrate transport and metabolism	Undefined
VNG_6280G	UgpE	COG0395	ABC-type glycerol-3-phosphate transport system, permease component	Carbohydrate transport and metabolism	Undefined
VNG_6281G	MalK	COG3839	ABC-type sugar transport system, ATPase component MalK	Carbohydrate transport and metabolism	Undefined
VNG_6288a	RelE	COG2026	mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system	Defense mechanisms	Undefined
VNG_6288C	StbD	COG2161	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	Defense mechanisms	Undefined
VNG_6292C	Rve	COG3316	Transposase (or an inactivated derivative), DDE domain	Mobilome: prophages, transposons	Undefined
VNG_6293C	RhaT	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	Carbohydrate transport and metabolism	Undefined
VNG_6294G	KatG	COG0376	Catalase (peroxidase I)	Inorganic ion transport and metabolism	Undefined
VNG_6296C	MenH	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	Coenzyme transport and metabolism	Menaquinone biosynthesis
VNG_6297C	PQQ	COG1520	Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat	Cell wall/membrane/envelope biogenesis	Undefined
VNG_6298C	YdiF	COG4670	Acyl CoA:acetate/3-ketoacid CoA transferase	Lipid transport and metabolism	Undefined
VNG_6299G	HypE	COG0309	Carbamoyl dehydratase HypE (hydrogenase maturation factor)	Posttranslational modification, protein turnover, chaperones	Undefined
VNG_6301G	PhoA	COG1785	Alkaline phosphatase	Inorganic ion transport and metabolism	Folate biosynthesis
VNG_6302C	TlyC	COG1253	Hemolysin-related protein, contains CBS domains, UPF0053 family	General function prediction only	Undefined
VNG_6303G	QueC	COG0603	7-cyano-7-deazaguanine synthase (queuosine biosynthesis)	Translation, ribosomal structure and biogenesis	tRNA modification
VNG_6305C	QueE	COG0602	Organic radical activating enzyme NrdG/QueE	Coenzyme transport and metabolism	tRNA modification
VNG_6306C	QueD	COG0720	6-pyruvoyl-tetrahydropterin synthase	Coenzyme transport and metabolism	tRNA modification
VNG_6308G	GltP	COG1301	Na+/H+-dicarboxylate symporter	Energy production and conversion	Undefined
VNG_6309G	PyrB	COG0540	Aspartate carbamoyltransferase, catalytic subunit	Nucleotide transport and metabolism	Pyrimidine biosynthesis
VNG_6311G	PyrI	COG1781	Aspartate carbamoyltransferase, regulatory subunit	Nucleotide transport and metabolism	Undefined
VNG_6312G	ArgS	COG0018	Arginyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases
VNG_6313G	NhaC	COG1757	Na+/H+ antiporter NhaC/MleN	Energy production and conversion	Undefined
VNG_6315G	ArgF	COG0078	Ornithine carbamoyltransferase	Amino acid transport and metabolism	Arginine biosynthesis
VNG_6316G	ArcC	COG0549	Carbamate kinase	Amino acid transport and metabolism	Undefined
VNG_6317G	ArcA	COG2235	Arginine deiminase	Amino acid transport and metabolism	Undefined
VNG_6318G	IclR	COG1414	DNA-binding transcriptional regulator, IclR family	Transcription	Undefined
VNG_6326G	CcmA	COG1131	ABC-type multidrug transport system, ATPase component	Defense mechanisms	Undefined
VNG_6327e	InsG	COG3385	IS4 transposase InsG	Mobilome: prophages, transposons	Undefined
VNG_6337G	ParA	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	Cell cycle control, cell division, chromosome partitioning	Undefined
VNG_6349C	Undefined	COG3177	Fic family protein	Transcription	Undefined
VNG_6351G	SUA7	COG1405	Transcription initiation factor TFIIIB, Brf1 subunit/Transcription initiation factor TFIIB	Transcription	Undefined
VNG_6354G	ComEC	COG2333	DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily	Intracellular trafficking, secretion, and vesicular transport	Undefined
VNG_6361G	InsQ	COG0675	Transposase	Mobilome: prophages, transposons	Undefined
VNG_6362G	PolB	COG0417	DNA polymerase B elongation subunit	Replication, recombination and repair	Undefined
VNG_6368a	Undefined	COG2402	Predicted nucleic acid-binding protein, contains PIN domain	General function prediction only	Undefined
VNG_6371G	Mrr	COG1715	Restriction endonuclease Mrr	Defense mechanisms	Undefined
VNG_6379C	LutB	COG1139	L-lactate utilization protein LutB, contains a ferredoxin-type domain	Energy production and conversion	Undefined
VNG_6381H	LutC	COG1556	L-lactate utilization protein LutC, contains LUD domain	Energy production and conversion	Undefined
VNG_6383G	LldP	COG1620	L-lactate permease	Energy production and conversion	Undefined
VNG_6387H	AbrB	COG2002	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module	Transcription	Undefined
VNG_6389G	SUA7	COG1405	Transcription initiation factor TFIIIB, Brf1 subunit/Transcription initiation factor TFIIB	Transcription	Undefined
VNG_6396H	Undefined	COG2402	Predicted nucleic acid-binding protein, contains PIN domain	General function prediction only	Undefined
VNG_6408G	YHI9	COG0384	Predicted epimerase YddE/YHI9, PhzF superfamily	General function prediction only	Undefined
VNG_6430C	Rve	COG3316	Transposase (or an inactivated derivative), DDE domain	Mobilome: prophages, transposons	Undefined
VNG_6437C	Undefined	COG3269	Predicted RNA-binding protein, contains TRAM domain	General function prediction only	Undefined
VNG_6438G	SPT15	COG2101	TATA-box binding protein (TBP), component of TFIID and TFIIIB	Transcription	Undefined
VNG_6441H	Undefined	COG3430	Archaeal flagellin (archaellin), FlaG/FlaF family	Cell motility	Undefined
VNG_7001	Undefined	COG4190	Predicted transcriptional regulator, contains HTH domain	Transcription	Undefined
VNG_7005	InsG	COG3385	IS4 transposase InsG	Mobilome: prophages, transposons	Undefined
VNG_7007	XRE	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	Transcription	Undefined
VNG_7023	PadR	COG1695	DNA-binding transcriptional regulator, PadR family	Transcription	Undefined
VNG_7024	RAD55	COG0467	RecA-superfamily ATPase, KaiC/GvpD/RAD55 family	Signal transduction mechanisms	Undefined
VNG_7027	MoxR	COG0714	MoxR-like ATPase	General function prediction only	Cobalamine/B12 biosynthesis
VNG_7029	ParA	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	Cell cycle control, cell division, chromosome partitioning	Undefined
VNG_7030	CheY|PAS	COG0784|COG2202	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F|PAS domain	Signal transduction mechanisms	Undefined
VNG_7034	IS5	COG3039	Transposase and inactivated derivatives, IS5 family	Mobilome: prophages, transposons	Undefined
VNG_7038	SPT15	COG2101	TATA-box binding protein (TBP), component of TFIID and TFIIIB	Transcription	Undefined
VNG_7039	AppC	COG1271	Cytochrome bd-type quinol oxidase, subunit 1	Energy production and conversion	Undefined
VNG_7040	AppB	COG1294	Cytochrome bd-type quinol oxidase, subunit 2	Energy production and conversion	Undefined
VNG_7041	YrkE	COG2210	Peroxiredoxin family protein	Energy production and conversion	Undefined
VNG_7042	TusA	COG0425	Sulfur carrier protein TusA (tRNA thiolation, molybdenum cofactor biosynthesis)	Translation, ribosomal structure and biogenesis	Undefined
VNG_7043	GloB|PspE	COG0491|COG0607	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II|Rhodanese-related sulfurtransferase	General function prediction only|Inorganic ion transport and metabolism	Undefined|Urea cycle
VNG_7046	YedE	COG2391	Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains	General function prediction only	Undefined
VNG_7047	PitA	COG0306	Phosphate/sulfate permease	Inorganic ion transport and metabolism	Undefined
VNG_7048	DmsR	COG3413	Predicted transcriptional regulator, contains HTH domain	General function prediction only	Undefined
VNG_7049	GloB|PspE	COG0491|COG0607	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II|Rhodanese-related sulfurtransferase	General function prediction only|Inorganic ion transport and metabolism	Undefined|Urea cycle
VNG_7051	AraJ	COG2814	Predicted arabinose efflux permease AraJ, MFS family	Carbohydrate transport and metabolism	Undefined
VNG_7052	TauE	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	Inorganic ion transport and metabolism	Undefined
VNG_7053	Undefined	COG3355	Predicted transcriptional regulator	Transcription	Undefined
VNG_7056	XerD	COG4974	Site-specific recombinase XerD	Replication, recombination and repair	Undefined
VNG_7060	LldD	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	Energy production and conversion	Isoprenoid biosynthesis
VNG_7065	ParA	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	Cell cycle control, cell division, chromosome partitioning	Undefined
